"model_id","perm_read","name","perm_unlink","perm_write","perm_create","group_id"
"cci_missions.area",1,"cci_missions.area",1,1,1,"No One"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Sale Manager"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Salesman"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Extended View"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Dpt Formations"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Users"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Customer Executive - Manager"
"cci_missions.area",1,"cci_missions.area",1,1,1,"group2"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Purchase Manager"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Financial Admin"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Dpt Events"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Employee"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Customer Executive"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Production Manager"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Financial Invoice"
"cci_missions.area",1,"cci_missions.area",1,1,1,"HR Manager"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Financial User"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Project Manager"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Commerciaux"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Direction"
"cci_missions.area",1,"cci_missions.area",1,1,1,"group1"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Workers"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Product UOS View"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Dpt Publications"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Administration/Administrator"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Project Member"
"cci_missions.area",1,"cci_missions.area",1,1,1,"Product Manager"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Extended View"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Administration/Administrator"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Purchase Manager"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Financial Invoice"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Sale Manager"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Dpt Formations"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Project Member"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Product Manager"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"No One"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Product UOS View"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Workers"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Project Manager"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"HR Manager"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Production Manager"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Dpt Publications"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Financial Admin"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Direction"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Employee"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"group2"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Salesman"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Customer Executive - Manager"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Dpt Events"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Users"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Financial User"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Commerciaux"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"group1"
"cci_missions.ata_carnet",1,"cci_missions.ata_carnet",1,1,1,"Customer Executive"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Financial Invoice"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"HR Manager"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"group1"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Dpt Publications"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Project Member"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Dpt Events"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Production Manager"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Project Manager"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Extended View"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Dpt Formations"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Users"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Commerciaux"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Customer Executive"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Workers"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"No One"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Customer Executive - Manager"
"cci_missions.ata_usage",1,"cci_missions.ata_usage",1,1,1,"Sale Manager"
