"id","name","model_id:id","group_id:id","perm_read","perm_write","perm_create","perm_unlink"
"access_res_partner_state_user","res_partner_state_user","model_res_partner_state","base.group_user",1,0,0,0
"access_res_partner_state_manager","res_partner_state_manager","model_res_partner_state","base.group_partner_manager",1,0,0,0
"access_res_partner_state_system","res_partner_state_system","model_res_partner_state","base.group_system",1,1,1,1
"access_res_partner_state_supervisor","res_partner_state_supervisor","model_res_partner_state","group_partner_supervisor",1,0,0,0
"access_res_partner_state2_user","res_partner_state2_user","model_res_partner_state2","base.group_user",1,0,0,0
"access_res_partner_state2_manager","res_partner_state2_manager","model_res_partner_state2","base.group_partner_manager",1,0,0,0
"access_res_partner_state2_system","res_partner_state2_system","model_res_partner_state2","base.group_system",1,1,1,1
"access_res_partner_state2_supervisor","res_partner_state2_supervisor","model_res_partner_state2","group_partner_supervisor",1,0,0,0
"access_res_partner_article_user","res_partner_article_user","model_res_partner_article","base.group_user",1,0,0,0
"access_res_partner_article_manager","res_partner_article_manager","model_res_partner_article","base.group_partner_manager",1,0,0,0
"access_res_partner_article_system","res_partner_article_system","model_res_partner_article","base.group_system",1,0,0,0
"access_res_partner_article_supervisor","res_partner_article_supervisor","model_res_partner_article","group_partner_supervisor",1,1,1,1
"access_res_partner_article_review_user","res_partner_article_review_user","model_res_partner_article_review","base.group_user",1,0,0,0
"access_res_partner_article_review_manager","res_partner_article_review_manager","model_res_partner_article_review","base.group_partner_manager",1,0,0,0
"access_res_partner_article_review_system","res_partner_article_review_system","model_res_partner_article_review","base.group_system",1,0,0,0
"access_res_partner_article_review_supervisor","res_partner_article_review_supervisor","model_res_partner_article_review","group_partner_supervisor",1,1,1,1
"access_res_partner_article_keywords_user","res_partner_article_keywords_user","model_res_partner_article_keywords","base.group_user",1,0,0,0
"access_res_partner_article_keywords_manager","res_partner_article_keywords_manager","model_res_partner_article_keywords","base.group_partner_manager",1,0,0,0
"access_res_partner_article_keywords_system","res_partner_article_keywords_system","model_res_partner_article_keywords","base.group_system",1,0,0,0
"access_res_partner_article_keywords_supervisor","res_partner_article_keywords_supervisor","model_res_partner_article_keywords","group_partner_supervisor",1,1,1,1
"access_res_partner_zip_group_type_user","res_partner_zip_group_type_user","model_res_partner_zip_group_type","base.group_user",1,0,0,0
"access_res_partner_zip_group_type_manager","res_partner_zip_group_type_manager","model_res_partner_zip_group_type","base.group_partner_manager",1,0,0,0
"access_res_partner_zip_group_type_system","res_partner_zip_group_type_system","model_res_partner_zip_group_type","base.group_system",1,1,1,1
"access_res_partner_zip_group_type_supervisor","res_partner_zip_group_type_supervisor","model_res_partner_zip_group_type","group_partner_supervisor",1,0,0,0
"access_res_partner_zip_group_user","res_partner_zip_group_user","model_res_partner_zip_group","base.group_user",1,0,0,0
"access_res_partner_zip_group_manager","res_partner_zip_group_manager","model_res_partner_zip_group","base.group_partner_manager",1,0,0,0
"access_res_partner_zip_group_system","res_partner_zip_base.group_system","model_res_partner_zip_group","base.group_system",1,1,1,1
"access_res_partner_zip_group_supervisor","res_partner_zip_group_supervisor","model_res_partner_zip_group","group_partner_supervisor",1,0,0,0
"access_res_partner_zip_user","res_partner_zip_user","model_res_partner_zip","base.group_user",1,0,0,0
"access_res_partner_zip_manager","res_partner_zip_manager","model_res_partner_zip","base.group_partner_manager",1,0,0,0
