"id","name","model_id:id","group_id:id","perm_read","perm_write","perm_create","perm_unlink"
"access_dm_campaign_group_offeradmin","dm.campaign.group","model_dm_campaign_group","dm.res_groups_offeradmin",1,0,0,0
"access_dm_campaign_group_offermanager","dm.campaign.group","model_dm_campaign_group","dm.res_groups_offermanager",1,0,0,0
"access_dm_campaign_group_campadmin","dm.campaign.group","model_dm_campaign_group","dm.res_groups_campaignadmin",1,1,1,1
"access_dm_campaign_group_campmanager","dm.campaign.group","model_dm_campaign_group","dm.res_groups_campaignmanager",1,1,1,1
"access_dm_campaign_group_custfileadmin","dm.campaign.group","model_dm_campaign_group","dm.res_groups_custfileadmin",1,0,0,0
"access_dm_campaign_group_custfilemanager","dm.campaign.group","model_dm_campaign_group","dm.res_groups_custfilemanager",1,0,0,0
"access_dm_campaign_group_itemadmin","dm.campaign.group","model_dm_campaign_group","dm.res_groups_itemadmin",1,0,0,0
"access_dm_campaign_group_itemmanager","dm.campaign.group","model_dm_campaign_group","dm.res_groups_itemmanager",1,0,0,0
"access_dm_campaign_group_manufacturingadmin","dm.campaign.group","model_dm_campaign_group","dm.res_groups_manufacturingadmin",1,0,0,0
"access_dm_campaign_group_manufacturingmanager","dm.campaign.group","model_dm_campaign_group","dm.res_groups_manufacturingmanager",1,0,0,0
"access_dm_campaign_group_dtpadmin","dm.campaign.group","model_dm_campaign_group","dm.res_groups_dtpadmin",1,0,0,0
"access_dm_campaign_group_dtpmanager","dm.campaign.group","model_dm_campaign_group","dm.res_groups_dtpmanager",1,0,0,0
"access_dm_campaign_group_dmadmin","dm.campaign.group","model_dm_campaign_group","dm.res_groups_dmadmin",1,1,1,1
